class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,0.77,x,g,o,f,d,c,o,5.06,1.04,r,,y,p,,f,f,w,g,u
p,0.72,f,f,o,f,d,c,o,4.01,1.02,r,,o,u,,f,f,w,g,a
p,0.62,x,s,o,f,d,c,o,3.55,0.8,e,,o,u,,f,f,w,g,a
p,0.72,f,f,o,f,d,d,o,4.49,0.97,z,,y,p,,f,f,w,g,a
p,0.77,x,y,o,f,d,c,o,5.24,1.05,s,,y,p,,f,f,w,g,a
p,0.84,x,f,o,f,d,c,o,5.62,1.16,s,,o,p,,f,f,w,g,a
p,0.94,f,f,o,f,d,c,o,4.7,1.04,b,,y,u,,f,f,w,g,a
p,0.58,x,s,o,f,d,d,o,4.27,0.95,c,,o,u,,f,f,w,g,a
p,0.78,x,y,o,f,d,c,o,4.5,1.15,b,,y,p,,f,f,w,g,a
p,0.83,x,e,o,f,d,d,o,5.44,1.11,s,,y,p,,f,f,w,g,a
p,0.6,f,t,o,f,d,f,o,3.94,1.02,r,,y,u,,f,f,w,g,a
p,0.76,x,y,o,f,d,d,o,4.9,1.13,b,,o,p,,f,f,w,g,a
p,0.8,x,t,o,f,d,f,o,5.35,1.1,c,,y,p,,f,f,w,g,a
p,0.64,f,s,o,f,d,f,o,4.86,1.02,u,,y,u,,f,f,w,g,a
p,0.65,f,d,o,f,d,d,o,4.63,0.96,b,,y,u,,f,f,w,g,u
p,0.68,x,y,o,f,d,c,o,4.29,1.03,c,,y,p,,f,f,w,g,u
p,0.78,f,d,o,f,d,d,o,4.97,1.02,e,,o,p,,f,f,w,g,a
p,0.68,x,w,o,f,d,f,o,4.61,0.93,u,,o,u,,f,f,w,g,a
p,0.55,x,k,o,f,d,c,o,3.45,0.82,z,,o,p,,f,f,w,g,u
p,0.78,f,g,o,f,d,d,o,5.23,1.11,u,,o,p,,f,f,w,g,u
p,0.64,x,w,o,f,d,c,o,5.14,1.07,z,,o,u,,f,f,w,g,u
p,0.8,f,g,o,f,d,c,o,4.98,1.19,e,,o,p,,f,f,w,g,u
p,0.88,x,w,o,f,d,d,o,5.04,1.03,r,,y,p,,f,f,w,g,u
p,0.56,x,s,o,f,d,c,o,3.74,0.91,z,,o,u,,f,f,w,g,u
p,0.71,x,g,o,f,d,d,o,4.08,0.86,u,,y,p,,f,f,w,g,a
p,0.56,x,h,o,f,d,f,o,4.26,0.96,e,,y,p,,f,f,w,g,a
p,0.59,x,f,o,f,d,d,o,3.88,0.87,z,,y,p,,f,f,w,g,u
p,0.54,f,k,o,f,d,c,o,3.91,0.93,e,,y,p,,f,f,w,g,u
p,0.62,f,h,o,f,d,d,o,3.75,0.89,e,,y,p,,f,f,w,g,a
p,0.7,x,d,o,f,d,c,o,4.78,1.06,z,,y,u,,f,f,w,g,u
p,0.69,x,w,o,f,d,f,o,4.34,1.02,e,,o,p,,f,f,w,g,a
p,0.73,x,w,o,f,d,f,o,4.07,0.93,z,,o,p,,f,f,w,g,u
p,0.78,x,d,o,f,d,c,o,4.75,1.03,u,,o,u,,f,f,w,g,a
p,0.59,x,d,o,f,d,c,o,4.33,1.0,z,,y,p,,f,f,w,g,a
p,0.5,f,h,o,f,d,d,o,4.19,0.88,u,,o,p,,f,f,w,g,u
p,0.85,x,h,o,f,d,c,o,5.05,1.14,s,,y,u,,f,f,w,g,u
p,0.8,f,t,o,f,d,d,o,4.76,1.03,s,,y,p,,f,f,w,g,u
p,0.72,x,l,o,f,d,c,o,4.22,0.95,e,,o,p,,f,f,w,g,u
p,0.66,x,k,o,f,d,f,o,4.39,0.96,z,,o,u,,f,f,w,g,u
p,0.62,f,f,o,f,d,d,o,4.48,1.1,c,,o,p,,f,f,w,g,u
p,0.58,x,l,o,f,d,d,o,3.93,0.91,z,,y,u,,f,f,w,g,u
p,0.66,f,h,o,f,d,f,o,5.05,0.97,u,,o,p,,f,f,w,g,a
p,0.74,f,h,o,f,d,c,o,4.35,0.96,s,,o,p,,f,f,w,g,a
p,0.7,f,t,o,f,d,c,o,5.38,1.07,e,,y,p,,f,f,w,g,a
p,0.59,x,k,o,f,d,f,o,3.75,0.86,u,,y,p,,f,f,w,g,a
p,0.78,f,k,o,f,d,d,o,3.93,0.93,s,,o,p,,f,f,w,g,u
p,0.86,f,e,o,f,d,f,o,4.79,1.12,b,,o,p,,f,f,w,g,a
p,0.75,f,y,o,f,d,f,o,5.24,1.08,s,,y,u,,f,f,w,g,u
p,0.76,f,l,o,f,d,c,o,5.43,1.16,u,,y,u,,f,f,w,g,a
p,0.69,x,y,o,f,d,c,o,4.08,0.9,c,,o,u,,f,f,w,g,u
p,0.68,f,g,o,f,d,d,o,4.73,1.0,e,,o,p,,f,f,w,g,u
p,0.76,f,w,o,f,d,f,o,4.98,0.95,z,,o,p,,f,f,w,g,a
p,0.53,x,s,o,f,d,f,o,4.55,0.99,u,,y,u,,f,f,w,g,a
p,0.82,x,s,o,f,d,d,o,4.64,1.02,r,,y,u,,f,f,w,g,u
p,0.86,f,k,o,f,d,c,o,4.7,0.99,r,,o,p,,f,f,w,g,a
p,0.89,f,f,o,f,d,c,o,4.75,0.95,e,,y,u,,f,f,w,g,u
p,0.71,f,y,o,f,d,f,o,5.4,1.09,b,,y,u,,f,f,w,g,u
p,0.67,f,e,o,f,d,c,o,4.36,1.04,r,,y,p,,f,f,w,g,u
p,0.74,x,d,o,f,d,c,o,4.44,1.02,s,,o,u,,f,f,w,g,a
p,0.62,x,f,o,f,d,d,o,3.97,0.96,b,,o,p,,f,f,w,g,u
p,0.54,f,g,o,f,d,f,o,3.94,0.83,z,,y,u,,f,f,w,g,u
p,0.88,x,d,o,f,d,d,o,5.51,1.14,u,,o,p,,f,f,w,g,a
p,0.8,x,s,o,f,d,c,o,5.45,1.07,e,,y,u,,f,f,w,g,a
p,0.61,f,l,o,f,d,f,o,4.07,1.0,s,,y,u,,f,f,w,g,u
p,0.52,x,h,o,f,d,d,o,4.57,0.94,c,,o,u,,f,f,w,g,a
p,0.75,x,l,o,f,d,c,o,5.05,1.02,z,,o,p,,f,f,w,g,a
p,0.54,f,h,o,f,d,d,o,3.46,0.83,c,,o,u,,f,f,w,g,a
p,0.73,f,l,o,f,d,c,o,4.27,0.85,b,,o,u,,f,f,w,g,a
p,0.7,x,y,o,f,d,c,o,4.51,1.08,s,,o,u,,f,f,w,g,a
p,0.72,x,s,o,f,d,f,o,4.55,1.05,s,,y,u,,f,f,w,g,u
p,0.57,f,s,o,f,d,d,o,4.28,0.95,c,,y,u,,f,f,w,g,a
p,0.62,x,f,o,f,d,d,o,4.17,0.91,s,,y,u,,f,f,w,g,u
p,0.69,x,l,o,f,d,c,o,4.67,1.01,s,,y,p,,f,f,w,g,u
p,0.79,f,w,o,f,d,c,o,4.91,1.09,s,,y,p,,f,f,w,g,a
p,0.71,x,d,o,f,d,d,o,5.0,1.11,b,,o,u,,f,f,w,g,u
p,0.56,x,e,o,f,d,f,o,4.62,0.93,b,,y,u,,f,f,w,g,u
p,0.86,f,l,o,f,d,d,o,4.84,1.16,e,,o,p,,f,f,w,g,a
p,0.86,f,l,o,f,d,f,o,5.08,1.06,u,,o,u,,f,f,w,g,a
p,0.89,x,y,o,f,d,d,o,5.6,1.16,r,,y,p,,f,f,w,g,u
p,0.76,f,d,o,f,d,c,o,5.13,1.06,u,,y,u,,f,f,w,g,u
p,0.81,x,w,o,f,d,d,o,5.39,1.16,e,,y,u,,f,f,w,g,a
p,0.82,f,s,o,f,d,d,o,4.87,0.95,s,,y,p,,f,f,w,g,a
p,0.61,f,y,o,f,d,c,o,3.57,0.8,s,,o,u,,f,f,w,g,u
p,0.59,f,k,o,f,d,c,o,4.6,0.97,z,,y,p,,f,f,w,g,a
p,0.66,x,e,o,f,d,f,o,4.84,0.97,c,,y,p,,f,f,w,g,a
p,0.6,x,y,o,f,d,c,o,4.57,1.06,s,,o,u,,f,f,w,g,a
p,0.65,x,w,o,f,d,d,o,4.11,0.95,r,,o,p,,f,f,w,g,a
p,0.77,f,s,o,f,d,d,o,5.6,1.13,r,,o,u,,f,f,w,g,u
p,0.79,x,w,o,f,d,d,o,4.72,1.1,e,,y,u,,f,f,w,g,u
p,0.77,f,g,o,f,d,f,o,4.36,1.03,z,,o,p,,f,f,w,g,a
p,0.8,f,h,o,f,d,f,o,4.58,1.08,b,,o,u,,f,f,w,g,u
p,0.53,f,h,o,f,d,c,o,4.77,0.99,z,,o,p,,f,f,w,g,u
p,0.76,f,l,o,f,d,f,o,4.52,0.87,s,,o,p,,f,f,w,g,a
p,0.83,f,w,o,f,d,d,o,4.58,1.07,z,,y,p,,f,f,w,g,u
p,0.61,f,l,o,f,d,d,o,4.36,0.98,c,,y,p,,f,f,w,g,a
p,0.71,x,h,o,f,d,f,o,4.23,1.0,u,,o,u,,f,f,w,g,a
p,0.89,x,h,o,f,d,d,o,5.94,1.22,b,,o,u,,f,f,w,g,u
p,0.76,x,w,o,f,d,d,o,4.41,1.12,b,,y,p,,f,f,w,g,u
p,0.82,f,f,o,f,d,f,o,4.23,1.01,e,,y,p,,f,f,w,g,a
p,0.53,f,d,o,f,d,f,o,4.28,0.91,s,,o,p,,f,f,w,g,u
p,0.74,x,g,o,f,d,f,o,4.46,1.06,r,,y,u,,f,f,w,g,a
p,0.47,f,d,o,f,d,c,o,3.5,0.84,u,,o,p,,f,f,w,g,a
p,0.47,x,w,o,f,d,f,o,4.27,0.93,r,,y,p,,f,f,w,g,a
p,0.68,x,g,o,f,d,f,o,4.33,0.99,z,,o,p,,f,f,w,g,a
p,0.71,x,w,o,f,d,c,o,4.49,0.97,b,,o,p,,f,f,w,g,a
p,0.68,f,f,o,f,d,d,o,3.92,0.91,c,,y,u,,f,f,w,g,a
p,0.59,x,e,o,f,d,d,o,3.35,0.9,c,,y,u,,f,f,w,g,a
p,0.83,x,w,o,f,d,f,o,5.21,1.05,s,,o,u,,f,f,w,g,u
p,0.44,f,w,o,f,d,c,o,3.91,0.95,s,,o,u,,f,f,w,g,a
p,0.82,f,s,o,f,d,f,o,4.42,1.08,c,,o,p,,f,f,w,g,a
p,0.93,f,f,o,f,d,d,o,4.99,1.09,s,,o,p,,f,f,w,g,a
p,0.71,f,l,o,f,d,c,o,4.3,0.98,c,,y,p,,f,f,w,g,a
p,0.64,f,t,o,f,d,f,o,5.1,1.05,u,,o,u,,f,f,w,g,a
p,0.74,x,s,o,f,d,d,o,4.43,0.97,u,,o,p,,f,f,w,g,a
p,0.78,x,t,o,f,d,d,o,4.37,1.03,u,,y,u,,f,f,w,g,a
p,0.57,x,f,o,f,d,d,o,4.54,1.05,c,,o,u,,f,f,w,g,u
p,0.85,x,w,o,f,d,f,o,3.91,0.97,c,,y,u,,f,f,w,g,a
p,0.64,f,k,o,f,d,c,o,4.24,0.95,z,,y,u,,f,f,w,g,a
p,0.73,x,h,o,f,d,d,o,4.67,0.93,u,,o,p,,f,f,w,g,a
p,0.7,f,g,o,f,d,c,o,4.68,0.93,r,,o,u,,f,f,w,g,u
p,0.66,x,g,o,f,d,d,o,4.2,0.97,c,,y,u,,f,f,w,g,a
p,0.76,f,d,o,f,d,f,o,5.51,1.13,r,,o,p,,f,f,w,g,u
p,0.66,f,f,o,f,d,d,o,5.02,1.04,b,,y,u,,f,f,w,g,a
p,0.52,x,h,o,f,d,d,o,4.16,0.97,b,,y,u,,f,f,w,g,u
p,0.71,f,d,o,f,d,c,o,4.66,1.02,s,,o,u,,f,f,w,g,a
p,0.56,f,f,o,f,d,d,o,4.73,0.91,c,,o,u,,f,f,w,g,u
p,0.61,x,h,o,f,d,f,o,4.15,0.92,b,,y,p,,f,f,w,g,u
p,0.64,f,f,o,f,d,d,o,3.89,0.97,e,,y,u,,f,f,w,g,u
p,0.67,x,f,o,f,d,c,o,4.19,1.05,s,,y,u,,f,f,w,g,a
p,0.83,x,w,o,f,d,c,o,4.85,1.13,c,,o,p,,f,f,w,g,a
p,0.74,f,y,o,f,d,d,o,4.96,0.98,u,,o,p,,f,f,w,g,u
p,0.7,f,l,o,f,d,d,o,5.25,1.12,c,,o,u,,f,f,w,g,a
p,0.71,f,t,o,f,d,f,o,4.85,1.03,u,,y,p,,f,f,w,g,a
p,0.69,x,k,o,f,d,f,o,4.06,0.91,z,,y,p,,f,f,w,g,a
p,0.64,x,e,o,f,d,f,o,4.68,0.92,b,,y,p,,f,f,w,g,u
p,0.7,x,t,o,f,d,d,o,4.04,0.97,b,,y,u,,f,f,w,g,a
p,0.63,x,e,o,f,d,f,o,4.4,0.96,e,,o,p,,f,f,w,g,a
p,0.51,f,k,o,f,d,d,o,3.83,0.96,c,,o,u,,f,f,w,g,u
p,0.73,x,g,o,f,d,c,o,4.49,1.05,r,,y,p,,f,f,w,g,a
p,0.68,x,e,o,f,d,f,o,4.86,0.99,e,,y,u,,f,f,w,g,a
p,0.67,x,w,o,f,d,f,o,4.45,0.88,z,,o,u,,f,f,w,g,a
p,0.69,x,f,o,f,d,c,o,5.02,1.03,s,,o,p,,f,f,w,g,a
p,0.66,x,l,o,f,d,f,o,4.23,0.98,c,,y,p,,f,f,w,g,u
p,0.6,x,f,o,f,d,c,o,3.93,0.93,u,,o,p,,f,f,w,g,a
p,0.58,f,g,o,f,d,d,o,3.57,0.95,s,,o,u,,f,f,w,g,a
p,0.55,x,g,o,f,d,f,o,4.29,0.97,z,,o,u,,f,f,w,g,a
p,0.61,x,y,o,f,d,d,o,4.49,0.87,e,,y,u,,f,f,w,g,u
p,0.8,x,l,o,f,d,d,o,4.44,0.98,r,,y,p,,f,f,w,g,a
p,0.67,f,y,o,f,d,c,o,3.93,0.99,r,,o,u,,f,f,w,g,u
p,0.76,f,e,o,f,d,f,o,5.04,1.0,u,,y,u,,f,f,w,g,a
p,0.49,x,g,o,f,d,d,o,3.69,0.87,b,,o,p,,f,f,w,g,u
p,0.67,x,s,o,f,d,d,o,4.3,1.02,r,,y,u,,f,f,w,g,a
p,0.75,f,g,o,f,d,f,o,4.25,1.01,u,,o,p,,f,f,w,g,u
p,0.67,x,t,o,f,d,c,o,4.3,0.97,u,,y,u,,f,f,w,g,u
p,0.78,f,f,o,f,d,c,o,4.5,1.02,r,,y,u,,f,f,w,g,u
p,0.79,f,g,o,f,d,d,o,4.98,1.14,e,,y,u,,f,f,w,g,a
p,0.68,f,k,o,f,d,c,o,4.86,1.02,c,,o,p,,f,f,w,g,a
p,0.68,f,h,o,f,d,f,o,5.25,1.05,u,,o,p,,f,f,w,g,a
p,0.63,f,y,o,f,d,c,o,4.64,0.99,b,,y,u,,f,f,w,g,u
p,0.74,x,d,o,f,d,c,o,4.39,1.01,s,,y,u,,f,f,w,g,a
p,0.88,x,k,o,f,d,d,o,5.21,1.22,b,,y,u,,f,f,w,g,u
p,0.79,f,e,o,f,d,d,o,4.15,1.01,r,,o,u,,f,f,w,g,a
p,0.78,x,t,o,f,d,f,o,4.71,1.05,b,,y,u,,f,f,w,g,a
p,0.68,x,f,o,f,d,d,o,4.39,0.97,z,,y,u,,f,f,w,g,a
p,0.61,x,e,o,f,d,c,o,4.71,0.96,e,,y,u,,f,f,w,g,a
p,0.87,f,s,o,f,d,f,o,6.13,1.16,s,,o,p,,f,f,w,g,a
p,0.81,f,y,o,f,d,f,o,5.36,1.03,r,,y,p,,f,f,w,g,u
p,0.7,f,f,o,f,d,f,o,4.56,1.0,e,,o,u,,f,f,w,g,u
p,0.65,f,y,o,f,d,f,o,3.83,0.92,e,,o,p,,f,f,w,g,u
p,0.78,x,k,o,f,d,d,o,4.48,1.14,s,,y,u,,f,f,w,g,a
p,0.79,x,k,o,f,d,f,o,4.03,1.03,e,,y,p,,f,f,w,g,u
p,0.67,x,l,o,f,d,f,o,4.68,1.0,r,,y,p,,f,f,w,g,u
p,0.87,f,s,o,f,d,c,o,5.61,1.03,e,,y,p,,f,f,w,g,a
p,0.51,f,l,o,f,d,d,o,4.09,0.96,e,,y,p,,f,f,w,g,a
p,0.66,f,d,o,f,d,d,o,4.4,1.0,b,,y,p,,f,f,w,g,u
p,0.85,f,h,o,f,d,f,o,5.11,1.12,e,,o,p,,f,f,w,g,u
p,0.54,x,w,o,f,d,f,o,4.43,1.03,s,,o,p,,f,f,w,g,u
p,0.5,x,l,o,f,d,f,o,4.79,1.08,c,,o,u,,f,f,w,g,a
p,0.93,f,w,o,f,d,f,o,4.79,1.04,b,,y,p,,f,f,w,g,u
p,0.6,f,k,o,f,d,d,o,4.07,0.87,c,,y,u,,f,f,w,g,a
p,0.51,f,k,o,f,d,c,o,4.71,1.0,b,,o,u,,f,f,w,g,a
p,0.74,x,t,o,f,d,c,o,4.44,1.06,r,,y,p,,f,f,w,g,a
p,0.83,f,l,o,f,d,f,o,4.96,1.05,r,,y,p,,f,f,w,g,a
p,0.61,f,s,o,f,d,d,o,5.3,1.02,e,,o,u,,f,f,w,g,u
p,0.73,x,g,o,f,d,f,o,4.18,1.02,r,,o,u,,f,f,w,g,a
p,0.58,f,e,o,f,d,c,o,4.02,0.98,u,,y,u,,f,f,w,g,a
p,0.62,f,l,o,f,d,d,o,3.99,0.92,u,,y,p,,f,f,w,g,a
p,0.54,f,g,o,f,d,d,o,4.2,1.03,z,,o,p,,f,f,w,g,u
p,0.56,x,w,o,f,d,f,o,3.89,0.87,c,,y,p,,f,f,w,g,u
p,0.7,x,s,o,f,d,d,o,4.51,0.97,b,,o,p,,f,f,w,g,u
p,0.7,x,e,o,f,d,d,o,4.64,0.97,z,,o,u,,f,f,w,g,a
p,0.59,f,e,o,f,d,f,o,3.26,0.87,b,,o,u,,f,f,w,g,u
p,0.73,f,l,o,f,d,c,o,4.15,1.05,b,,o,u,,f,f,w,g,a
p,0.58,f,e,o,f,d,f,o,5.17,1.06,z,,y,p,,f,f,w,g,a
p,0.58,f,g,o,f,d,c,o,3.53,0.93,e,,y,p,,f,f,w,g,a
p,0.81,f,d,o,f,d,d,o,4.73,1.09,b,,o,u,,f,f,w,g,a
p,0.53,f,y,o,f,d,c,o,3.99,0.95,s,,y,u,,f,f,w,g,a
p,0.65,x,w,o,f,d,f,o,4.76,1.06,r,,o,p,,f,f,w,g,u
p,0.81,x,h,o,f,d,c,o,4.98,1.09,b,,y,p,,f,f,w,g,u
p,0.67,f,t,o,f,d,f,o,4.47,1.01,u,,y,p,,f,f,w,g,u
p,0.67,x,e,o,f,d,d,o,4.18,0.98,e,,y,p,,f,f,w,g,a
p,0.72,f,d,o,f,d,c,o,4.37,0.97,z,,y,p,,f,f,w,g,u
p,0.82,x,w,o,f,d,c,o,4.48,1.03,z,,y,u,,f,f,w,g,a
p,0.6,x,w,o,f,d,f,o,4.9,0.89,u,,o,u,,f,f,w,g,u
p,0.63,f,k,o,f,d,f,o,4.78,1.0,s,,o,u,,f,f,w,g,u
p,0.69,x,w,o,f,d,c,o,4.46,0.89,s,,y,p,,f,f,w,g,a
p,0.81,x,s,o,f,d,f,o,5.76,1.16,b,,y,u,,f,f,w,g,a
p,0.7,f,k,o,f,d,f,o,4.66,1.04,u,,y,p,,f,f,w,g,a
p,0.71,x,d,o,f,d,c,o,4.41,0.89,z,,y,p,,f,f,w,g,a
p,0.65,x,h,o,f,d,c,o,4.37,0.91,c,,y,u,,f,f,w,g,a
p,0.68,f,f,o,f,d,d,o,4.03,0.92,c,,o,u,,f,f,w,g,a
p,0.7,f,w,o,f,d,c,o,4.72,1.06,e,,o,u,,f,f,w,g,a
p,0.74,x,l,o,f,d,c,o,4.73,1.01,r,,o,u,,f,f,w,g,u
p,0.75,x,d,o,f,d,f,o,4.1,1.03,z,,o,p,,f,f,w,g,u
p,0.77,f,e,o,f,d,c,o,4.72,1.16,e,,o,u,,f,f,w,g,u
p,0.5,f,d,o,f,d,c,o,3.84,0.85,r,,o,u,,f,f,w,g,a
p,0.84,x,h,o,f,d,d,o,4.43,1.06,c,,y,u,,f,f,w,g,u
p,0.66,x,h,o,f,d,c,o,4.89,1.08,e,,o,u,,f,f,w,g,u
p,0.7,x,f,o,f,d,c,o,5.19,1.11,s,,y,p,,f,f,w,g,u
p,0.7,x,y,o,f,d,d,o,4.88,0.98,e,,y,u,,f,f,w,g,u
p,1.53,x,g,n,f,d,d,n,2.02,2.64,c,s,n,u,,f,f,,h,a
p,1.76,x,g,n,f,d,d,n,2.28,2.76,r,s,n,p,,f,f,,h,a
p,1.34,x,g,y,f,d,d,n,2.08,2.5,s,s,n,p,,f,f,,h,u
p,1.49,x,g,y,f,d,d,n,2.15,2.64,s,s,n,p,,f,f,,d,a
p,1.8,x,g,y,f,d,d,n,2.29,2.61,e,s,n,u,,f,f,,h,a
p,1.33,x,g,n,f,d,d,n,2.18,2.58,u,s,n,p,,f,f,,h,u
p,1.42,x,g,n,f,d,d,n,1.68,2.24,z,s,n,u,,f,f,,h,u
p,1.44,x,g,n,f,d,d,n,1.25,2.32,z,s,n,u,,f,f,,d,u
p,1.69,x,g,n,f,d,d,n,2.36,2.47,r,s,n,u,,f,f,,d,a
p,1.55,x,g,y,f,d,d,n,2.59,2.62,c,s,n,p,,f,f,,d,a
p,1.4,x,g,y,f,d,d,n,1.58,2.27,u,s,n,p,,f,f,,d,a
p,1.61,x,g,y,f,d,d,n,2.23,2.47,r,s,n,u,,f,f,,d,a
p,1.53,x,g,y,f,d,d,n,2.19,2.6,s,s,n,u,,f,f,,d,a
p,1.25,x,g,y,f,d,d,n,1.59,2.31,r,s,n,u,,f,f,,h,a
p,1.59,x,g,n,f,d,d,n,2.01,2.58,s,s,n,p,,f,f,,d,a
p,1.16,x,g,n,f,d,d,n,1.71,2.52,z,s,n,u,,f,f,,d,u
p,1.35,x,g,n,f,d,d,n,1.62,2.0,b,s,n,u,,f,f,,h,a
p,1.49,x,g,n,f,d,d,n,1.89,2.68,z,s,n,u,,f,f,,d,u
p,1.8,x,g,y,f,d,d,n,2.02,2.74,c,s,n,u,,f,f,,d,a
p,1.48,x,g,n,f,d,d,n,2.33,2.44,e,s,n,u,,f,f,,h,u
p,1.26,x,g,n,f,d,d,n,1.98,2.52,z,s,n,u,,f,f,,h,u
p,1.64,x,g,y,f,d,d,n,1.74,2.41,c,s,n,p,,f,f,,d,a
p,1.44,x,g,n,f,d,d,n,1.98,2.27,r,s,n,p,,f,f,,h,u
p,1.72,x,g,n,f,d,d,n,2.38,2.71,r,s,n,u,,f,f,,d,a
p,1.4,x,g,n,f,d,d,n,1.52,2.18,c,s,n,p,,f,f,,d,a
p,1.24,x,g,n,f,d,d,n,1.79,2.34,c,s,n,u,,f,f,,d,u
p,1.45,x,g,y,f,d,d,n,1.99,2.5,z,s,n,p,,f,f,,d,a
p,1.25,x,g,y,f,d,d,n,1.6,2.37,b,s,n,p,,f,f,,h,a
p,1.4,x,g,n,f,d,d,n,1.85,2.45,z,s,n,u,,f,f,,d,a
p,1.47,x,g,y,f,d,d,n,1.71,2.6,r,s,n,u,,f,f,,d,a
p,1.35,x,g,y,f,d,d,n,1.92,2.24,r,s,n,u,,f,f,,d,u
p,1.49,x,g,n,f,d,d,n,2.02,2.48,e,s,n,u,,f,f,,d,a
p,1.58,x,g,n,f,d,d,n,2.57,2.62,u,s,n,p,,f,f,,h,a
p,1.42,x,g,n,f,d,d,n,1.67,2.6,z,s,n,p,,f,f,,d,a
p,1.56,x,g,n,f,d,d,n,1.95,2.38,c,s,n,u,,f,f,,h,u
p,1.73,x,g,y,f,d,d,n,2.64,2.77,b,s,n,u,,f,f,,h,a
p,1.47,x,g,y,f,d,d,n,1.65,2.42,b,s,n,u,,f,f,,d,u
p,1.35,x,g,y,f,d,d,n,1.83,2.37,s,s,n,u,,f,f,,d,a
p,1.39,x,g,n,f,d,d,n,1.46,2.46,s,s,n,p,,f,f,,d,u
p,1.8,x,g,y,f,d,d,n,2.31,2.59,e,s,n,p,,f,f,,h,u
p,1.49,x,g,n,f,d,d,n,2.21,2.59,u,s,n,u,,f,f,,d,a
p,1.77,x,g,y,f,d,d,n,2.16,2.74,r,s,n,u,,f,f,,d,a
p,1.58,x,g,y,f,d,d,n,1.91,2.37,s,s,n,p,,f,f,,h,u
p,1.62,x,g,n,f,d,d,n,2.55,2.63,r,s,n,u,,f,f,,d,a
p,1.52,x,g,y,f,d,d,n,2.0,2.61,s,s,n,u,,f,f,,h,a
p,1.84,x,g,y,f,d,d,n,2.32,2.61,u,s,n,p,,f,f,,h,u
p,1.3,x,g,n,f,d,d,n,1.57,2.47,e,s,n,u,,f,f,,h,a
p,1.43,x,g,n,f,d,d,n,2.53,2.68,b,s,n,u,,f,f,,d,a
p,1.23,x,g,n,f,d,d,n,1.68,2.4,s,s,n,p,,f,f,,d,u
p,1.46,x,g,n,f,d,d,n,1.87,2.59,b,s,n,p,,f,f,,h,u
p,1.56,x,g,n,f,d,d,n,2.18,2.52,r,s,n,u,,f,f,,h,a
p,1.87,x,g,y,f,d,d,n,2.61,2.79,s,s,n,p,,f,f,,d,u
p,1.54,x,g,y,f,d,d,n,1.91,2.51,c,s,n,u,,f,f,,d,u
p,1.67,x,g,n,f,d,d,n,2.11,2.57,z,s,n,p,,f,f,,h,u
p,1.7,x,g,n,f,d,d,n,2.22,2.64,c,s,n,p,,f,f,,h,a
p,1.48,x,g,n,f,d,d,n,2.2,2.49,u,s,n,p,,f,f,,d,a
p,1.4,x,g,y,f,d,d,n,2.1,2.77,c,s,n,p,,f,f,,h,a
p,1.4,x,g,n,f,d,d,n,2.21,2.6,c,s,n,u,,f,f,,d,a
p,1.31,x,g,n,f,d,d,n,1.81,2.33,e,s,n,u,,f,f,,h,u
p,1.53,x,g,y,f,d,d,n,1.79,2.51,c,s,n,u,,f,f,,d,a
p,1.49,x,g,n,f,d,d,n,1.7,2.34,z,s,n,p,,f,f,,h,u
p,1.76,x,g,n,f,d,d,n,2.06,2.68,u,s,n,u,,f,f,,h,a
p,1.64,x,g,y,f,d,d,n,2.03,2.72,c,s,n,p,,f,f,,d,u
p,1.54,x,g,y,f,d,d,n,1.92,2.3,e,s,n,u,,f,f,,d,a
p,1.47,x,g,n,f,d,d,n,2.41,2.76,u,s,n,p,,f,f,,h,a
p,1.06,x,g,y,f,d,d,n,1.58,2.21,b,s,n,u,,f,f,,d,u
p,1.41,x,g,n,f,d,d,n,1.9,2.51,z,s,n,u,,f,f,,h,u
p,1.66,x,g,y,f,d,d,n,2.36,2.75,z,s,n,u,,f,f,,d,a
p,1.62,x,g,n,f,d,d,n,2.52,2.6,c,s,n,u,,f,f,,d,u
p,1.44,x,g,y,f,d,d,n,2.49,2.45,u,s,n,p,,f,f,,d,u
p,1.43,x,g,y,f,d,d,n,2.19,2.65,b,s,n,p,,f,f,,d,a
p,1.78,x,g,n,f,d,d,n,2.31,2.64,r,s,n,p,,f,f,,h,a
p,1.37,x,g,n,f,d,d,n,2.0,2.58,z,s,n,p,,f,f,,d,a
p,1.56,x,g,y,f,d,d,n,2.08,2.94,z,s,n,u,,f,f,,d,a
p,1.5,x,g,y,f,d,d,n,1.72,2.33,e,s,n,u,,f,f,,h,a
p,1.51,x,g,y,f,d,d,n,2.29,2.66,u,s,n,p,,f,f,,h,a
p,1.63,x,g,n,f,d,d,n,2.01,2.44,s,s,n,p,,f,f,,d,a
p,1.32,x,g,n,f,d,d,n,1.71,2.37,b,s,n,u,,f,f,,h,u
p,1.4,x,g,n,f,d,d,n,1.93,2.33,c,s,n,p,,f,f,,d,u
p,1.44,x,g,n,f,d,d,n,2.02,2.51,s,s,n,p,,f,f,,d,a
p,1.52,x,g,n,f,d,d,n,1.89,2.36,r,s,n,p,,f,f,,h,a
